Epoch,Train Loss,Validation Loss
0,0.20094877802804995,0.2338635588466133
1,0.16310005510281822,0.17190613465908483
2,0.14577391161985892,0.17078671439741197
3,0.13483762914641972,0.17026849128100094
4,0.12864551130509355,0.1720422306689768
5,0.12301036645001558,0.17049868565402637
6,0.11897995705979862,0.16873233987646208
7,0.11523594170998616,0.16955761739068267
8,0.11234686680958421,0.17345921472949877
9,0.10995578666889635,0.17342907359092935
10,0.10814198509902712,0.17136414987112278
11,0.10602510847944471,0.17061657940155894
