Epoch,Train Loss,Validation Loss
0,0.13047999421988585,0.13007371330020057
1,0.08851113491809325,0.09096870696269019
2,0.08251206135706782,0.09141685658624407
3,0.07918166914880814,0.09119074823970051
4,0.07672114434251931,0.08996215789993374
5,0.07499389456659017,0.08995212448728566
6,0.07368482004124872,0.08918631130646419
7,0.07257564246506575,0.08931682711047244
8,0.07177980722933469,0.08949560697884917
9,0.07110982321014474,0.08870148919307427
10,0.0704536496288402,0.09004994016679037
11,0.06991046005086671,0.08897940433352669
12,0.06934477724067678,0.08934721270996022
13,0.06893155561080909,0.0899161927703488
14,0.0685421321944532,0.08954827155853283
