Epoch,Train Loss,Validation Loss
0,0.19303964662245526,0.22848610691726207
1,0.15778005344841908,0.18723988602869213
2,0.1429775771831907,0.1851779690477997
3,0.13264665168830142,0.18281620405614377
4,0.12615675069358137,0.18335950057953596
5,0.12079173972791546,0.18437806474976243
6,0.11646862618282532,0.18319395491853357
7,0.11346683772138048,0.1826808732468635
8,0.11069761873688969,0.18297696127556265
9,0.1082064744263108,0.18116462584584953
10,0.10639487949306628,0.18161891549825668
11,0.10416068142738506,0.1810441438574344
12,0.10310208996987966,0.181172590656206
13,0.10149557714504202,0.18203438660129906
14,0.10031862426599583,0.18336517121642829
15,0.09901466409401168,0.1825421997345984
16,0.09803855453422201,0.18343799472786487
