Epoch,Train Loss,Validation Loss
0,0.06214120849406561,0.07537270189311944
1,0.04758289594335102,0.04913280870961516
2,0.03904185523567474,0.04769100167445446
3,0.034697315728176484,0.04633385127312259
4,0.03192806828816512,0.04540298965416457
5,0.03036485883877077,0.04532762271303095
6,0.02901321188670344,0.04795184082498676
7,0.02771808643437988,0.04770244176156427
8,0.026696251033582783,0.046843623938529116
9,0.02597718565123139,0.04604573067473738
10,0.025403924606147064,0.045710540219749275
