Epoch,Train Loss,Validation Loss
0,0.039528096185067446,0.04487102042122554
1,0.03686620399677827,0.03678048584329825
2,0.031095076301438995,0.03694350702027159
3,0.028519301254768745,0.036305320589372546
4,0.026949973919837878,0.03493994132926067
5,0.025791647829233655,0.035257810386278295
6,0.024935142588809894,0.034944418046663525
7,0.024115905582057263,0.03484009397566639
8,0.023473335784815606,0.03475717821669194
9,0.02301550719795036,0.03419514451055757
10,0.022429430640484922,0.03436090851262692
11,0.02219417664457303,0.03457628734289638
12,0.021780365052250273,0.03445143513982334
13,0.021513058124783546,0.03459883405156033
14,0.02118881209219627,0.03490813293804725
