Epoch,Train Loss,Validation Loss
0,0.13396905533624714,0.13826718137328847
1,0.12388176459726277,0.12082403883558189
2,0.11597289367051948,0.11891787025728837
3,0.11198994935592935,0.11807913608445322
4,0.10948371919024458,0.11742448674634172
5,0.10766295874590763,0.11688194225721171
6,0.1062794338872,0.11652419415160353
7,0.10489403854830197,0.11605442502522116
8,0.10392776889945264,0.11638185345186976
9,0.10311110043281763,0.11670050872810955
10,0.10240612602610392,0.11613915361500726
11,0.10169022534957348,0.11663713966831198
12,0.10126898647534571,0.11599837390366446
13,0.10064322255830217,0.11639287620048805
14,0.1001826330383053,0.11570528336786871
15,0.09989880153319378,0.11549747349887059
16,0.09947084390236814,0.11560706089576477
17,0.09912999857588277,0.11569604112450126
18,0.0988466453595995,0.11545383185148239
19,0.09849122676043855,0.11560957585209108
20,0.09825653414112712,0.11582148067763286
21,0.0980427594079878,0.11565131558279686
22,0.09779728071107877,0.1156118505914223
23,0.09756122970642038,0.11546177527146974
