Epoch,Train Loss,Validation Loss
0,0.08916339329593016,0.096027717434714
1,0.07979263288045163,0.080078078057672
2,0.07302045045268069,0.07896424330807672
3,0.06972042775424563,0.07809068558031115
4,0.06751752064772136,0.07729556673926673
5,0.06601928620602525,0.07791513533060773
6,0.06503705310161322,0.0773446690566434
7,0.0639661788091965,0.07685198372440973
8,0.0632865598750072,0.07792237839601897
9,0.062498097652668845,0.07710170031988563
10,0.06196285809764764,0.07699052827992463
11,0.06148666580244103,0.07692225840805199
12,0.061077821605384774,0.07676700559522719
13,0.06056333053525657,0.07709925087728524
14,0.06021799935936079,0.07643477352602142
15,0.059888621019961785,0.07674025516645075
16,0.05956634904963902,0.07674163069777888
17,0.059328129352650395,0.07685719465313874
18,0.0591032573807441,0.07675778788739238
19,0.05888805773400858,0.07648241771339195
