Epoch,Train Loss,Validation Loss
0,0.045277139009346094,0.052891399360872726
1,0.04044530490442874,0.04310406067518778
2,0.034296930135216244,0.04057085860560658
3,0.031024110723595667,0.03965613218925653
4,0.028823861875283865,0.03969308475573217
5,0.027655459603711935,0.0378786420790098
6,0.02651888426932025,0.03790773209985546
7,0.02566265030164515,0.038818570364627145
8,0.02500555014510424,0.03834601055069636
9,0.02437279243892752,0.038195326603868957
10,0.023840564370444423,0.0378130604262634
11,0.023406291562025772,0.038074253797931695
12,0.023004035265028897,0.03783303835699635
13,0.022512436810736357,0.03741513821546749
14,0.022229886684415622,0.03760112821054395
15,0.02195987382384651,0.03752394848733499
16,0.02166235892798561,0.037207455314215154
17,0.021397141460493548,0.03694746986792613
18,0.021120114306996476,0.037048096688444256
19,0.020939659807712785,0.03691053473620966
20,0.020772297800940705,0.036696442723354344
21,0.020593387172499925,0.03670584746906834
22,0.020434931607184376,0.03659605088653744
23,0.020255530239091084,0.03736751027885945
24,0.020092571951692013,0.03670704912554513
25,0.02002859238545021,0.03678853294101133
26,0.019847644382933356,0.036829636221931826
27,0.01970529577627489,0.03669912004542927
