Epoch,Train Loss,Validation Loss
0,0.15830680134251288,0.16896741379324984
1,0.10131523797386571,0.1088415661236135
2,0.09294983086933829,0.10856745671935197
3,0.08826454075282081,0.10854853973156069
4,0.08502949154759488,0.10942965211664758
5,0.08264677728064503,0.10969739570850279
6,0.08060261251840015,0.10821981877088546
7,0.0787640727664295,0.10837002683703492
8,0.0773473207358123,0.10719370253202391
9,0.0761586952462641,0.10861761101135393
10,0.07511670766389711,0.107201068539445
11,0.07430657681459535,0.1075475334030826
12,0.07350862116681021,0.10900769658931872
13,0.07282278451136384,0.1081705984545917
