Epoch,Train Loss,Validation Loss
0,0.20748707054164411,0.22782267211005092
1,0.17315566961672846,0.19390220898203553
2,0.15970456057351595,0.1833418145775795
3,0.15046452353998171,0.18429461577907205
4,0.1445435922260323,0.18701381487771868
5,0.13975601187152192,0.1828866691328585
6,0.1363624761215301,0.18021508380770684
7,0.13361327874837856,0.18190393266268073
8,0.130914841038725,0.1795313181821257
9,0.12879210212700426,0.18129788734950125
10,0.12726517544338786,0.1784226085525006
11,0.12553882707041378,0.18041314096190036
12,0.12407591549311811,0.18159619420766832
13,0.12297885936858742,0.17883921265602112
14,0.12205542514488651,0.17989270901307464
15,0.1209458910916387,0.18063023490831256
