Epoch,Train Loss,Validation Loss
0,0.25224242264454344,0.2410008563807136
1,0.184931625257683,0.15564837216546662
2,0.1652871788471146,0.15086644823221784
3,0.16009544999528247,0.1484883511537
4,0.15646127227331158,0.14540018617714706
5,0.15341781919442973,0.14468302407154912
6,0.15018636370984326,0.14050977832000505
7,0.14604810824766096,0.14217480683797284
8,0.14213562363808133,0.1389672144071052
9,0.13767249393977424,0.1387592605266132
10,0.1329682918380847,0.13833980846561883
11,0.12840430876322553,0.14550621805614547
12,0.12376677769739015,0.13527539764579974
13,0.11929496681993514,0.13709136498601812
14,0.11381936089457137,0.13335261915467286
15,0.10828644302302758,0.1299435962971888
16,0.10324286907515695,0.12507888261032732
17,0.09903073209313165,0.12611549306464823
18,0.09557001839301227,0.12759523370156162
19,0.091073336623675,0.12512412326116312
20,0.08871828820061894,0.1252096369078285
21,0.0861030008149358,0.12538124473863527
22,0.08369479760923217,0.1264911025762558
23,0.08146023550853793,0.12492030186480597
24,0.07942552003778715,0.1263370281379474
25,0.07753952274148443,0.12428257753582377
26,0.07616987163448229,0.12423927693774825
27,0.07451125421618994,0.12607466129488068
28,0.07292719393704845,0.12709422311500498
29,0.07229209560406419,0.12475816952554804
30,0.07060065047930827,0.12436560027693447
31,0.0696240540297158,0.1231652529420037
32,0.06844752707510396,0.12498952160148244
33,0.06710826029951593,0.12241371472023035
34,0.06591466123947,0.1227355111978556
35,0.06495825674022193,0.12172333811850924
36,0.06410803319144566,0.11596727779037073
37,0.06356022510578675,0.12128813786334113
38,0.06278615156765532,0.11854146887597285
39,0.06187543063960244,0.11609189990711839
40,0.06156206033068948,0.1161723164351363
41,0.060530406068515986,0.11758680520089049
42,0.05997568492208962,0.11630465372612601
43,0.05939250761165028,0.11445040387150489
44,0.05872990859886714,0.11509706499545198
45,0.05840160475829534,0.11799339675589611
46,0.057849545819701344,0.11535847012541796
47,0.0573814519936532,0.11426432866014932
48,0.05681159158064201,0.11502255338587258
49,0.0566153850933883,0.11613811572131358
50,0.0559726665933839,0.11700956060698157
51,0.05560338802437867,0.11474167804576849
52,0.0553814247646163,0.11681910547378817
53,0.05486153076048446,0.11499295497411176
54,0.05466083111818385,0.1132641571720964
55,0.05414953457636643,0.11532787937474878
56,0.05393176730557353,0.11456986775523738
57,0.053678838298779674,0.11716464295199043
58,0.05337146575340127,0.11570815987100727
59,0.05316144771280542,0.11326924968314799
60,0.05269751572833124,0.11364708987897948
61,0.05248246332712933,0.11356130540370941
62,0.05228520017282098,0.11179533649824168
63,0.05195319447171899,0.11388239617410459
64,0.051783986847880666,0.1131913721169296
65,0.051470631492876374,0.11125463925694165
66,0.051340792891857896,0.11103680059313774
67,0.05119515284236553,0.11273947914964275
68,0.05064767334049782,0.11143559878201861
69,0.05079983752056033,0.11183583093316932
70,0.05044611609351318,0.11124871547677015
71,0.05033989948574948,0.11077345488102812
72,0.04999544013917974,0.11055567446900041
73,0.04996238572077941,0.11085788836996806
74,0.049638907350929434,0.11103978117829875
75,0.049523289781887976,0.11084763733179946
76,0.04934815182886292,0.11153914216709765
77,0.04924821745505375,0.11267847775628692
78,0.0490808229135201,0.1101725447922945
79,0.0488745639611662,0.11073179235191721
80,0.04887777564602088,0.11178682405305536
81,0.048493639069848354,0.10969095849677137
82,0.048447054238841596,0.10927544759684488
83,0.048274562445230186,0.10918229098774884
84,0.048181625508365376,0.10931952236906478
85,0.048110888806064574,0.10905012468758382
86,0.04787834533943539,0.10943834240499296
87,0.04776854514086668,0.10928436107933522
88,0.047769796264778196,0.1090856809169054
89,0.04750004731843957,0.1093138153223615
90,0.04742253415484344,0.10932907785632108
91,0.04736301889725491,0.10905093068355008
92,0.04708335288857992,0.1079223615362456
93,0.047091456832347715,0.10932767914706155
94,0.046995540335774424,0.10984996027852359
95,0.04684725930601095,0.11011242531239987
96,0.046818941023893064,0.10952811754847827
97,0.04668757477692798,0.10817059772579293
98,0.046519981219177754,0.10891472846269608
99,0.04646869376961109,0.10863928394882302
100,0.04647497752005548,0.1081805662104958
101,0.04623741102034012,0.1090602144206825
102,0.046082717556077825,0.1083815055850305
103,0.046096976849753245,0.10778880148733917
104,0.04587321448576661,0.1073702681417528
105,0.045863542718961176,0.10900070239838801
106,0.045799415354180126,0.10891668688701955
107,0.045770112309703785,0.10849994954309966
108,0.04562804793889544,0.10751822802581285
109,0.04557091866380873,0.1092979907793434
110,0.045411170666328576,0.10930049027267255
111,0.045417821455120515,0.10872167354743732
112,0.04533036771865018,0.10891387639077087
113,0.045258041247066144,0.10861660485204898
114,0.04509026691053821,0.10840491568179507
115,0.04504345685111738,0.10757734777503893
116,0.04505577300370267,0.10804907546231621
117,0.04501079315303174,0.1093044373942049
118,0.04484392293786581,0.10743285629310106
119,0.044852095384117774,0.10789497729979064
120,0.04481345292147809,0.1076104784090268
121,0.04469850011235845,0.10765552891320304
122,0.04473135970137288,0.10778637469599121
123,0.04454177627257541,0.1076669763185476
124,0.04452743307745035,0.1071577472122092
125,0.04446455978054916,0.10761366857117728
126,0.04442224044979146,0.10886665872837367
127,0.04432427969851852,0.10763285975707204
128,0.044306429953569856,0.10820188549788375
129,0.04427057762127534,0.10788784101605416
130,0.044173105872046634,0.10717529756458181
131,0.04412585148769142,0.10777106987018334
132,0.04402644187541662,0.10804905209102128
133,0.04398452385402886,0.10831085374872935
134,0.043964758887887,0.10691279647381682
135,0.04393556750651482,0.1068983782278864
136,0.04384593042849967,0.10701515666748349
137,0.04381539935361495,0.1066384487834416
138,0.04367215109214319,0.1082232577628211
139,0.043678183992088365,0.10729170012238778
140,0.04367897989541556,0.10678814504491656
141,0.04355932308970827,0.10688559573731925
142,0.04356434840412266,0.10733714811503887
143,0.043435098705566035,0.10817375288982141
144,0.043441685028703866,0.10682365047304254
145,0.04336015364171657,0.10668406435533574
146,0.043373011978985986,0.10822352104281124
147,0.04327798843779395,0.10706946500822118
148,0.04329341204622678,0.10639869515833102
149,0.04320230455986694,0.10661490349785278
150,0.04322222799755039,0.10577342953336866
151,0.04311691136387861,0.10588231641603144
152,0.04311236298552393,0.10762265906914284
153,0.04298653287104273,0.1060011660582141
154,0.04299161956373569,0.10642022615984867
155,0.04296199082504068,0.10598636061737413
156,0.04293928197791091,0.10555623856030012
157,0.0429191141760191,0.10601152652188352
158,0.04284941092529128,0.10739038953263509
159,0.042782352540015646,0.10652490215081918
160,0.0428684138948411,0.1075921485886762
161,0.04276206293596631,0.1063192299518146
162,0.04271729428782663,0.10665736541544137
163,0.042722789269039586,0.10720830900888693
164,0.04263850283701863,0.1066616418330293
165,0.042602660566304636,0.107813518925717
166,0.04257751847328865,0.10753976267419363
167,0.04253347136442904,0.10654416280357461
168,0.04249787319748275,0.10729833986414106
169,0.04252942506784359,0.10713505646900127
170,0.0424659076682498,0.10670412241628295
171,0.04239887399681374,0.10712680561762107
172,0.04233475553646552,0.1063572281481404
173,0.04239847271052082,0.10660861434513016
174,0.04228141080522168,0.10573481801701219
175,0.04233447735618173,0.10641612661512274
176,0.042248794828764105,0.10623581513370338
177,0.04223103370946066,0.10707474335243827
178,0.04216450715552916,0.10642728891811873
179,0.042154132339081406,0.10640237621570889
180,0.04210728462455811,0.1069838386029005
181,0.04209874319819223,0.10673389026993199
182,0.04206541503194423,0.10609237922257499
183,0.04201480160277765,0.10589246916535654
184,0.04202132866742601,0.1071410445202338
185,0.04196822237454157,0.10620555297324533
186,0.04192602655528921,0.10653991516875594
187,0.04191985721905938,0.1071145159829604
188,0.04188429581875031,0.10624700227850362
189,0.04186724029415476,0.10779895245244628
190,0.0418530960509603,0.10651846628047917
191,0.041830611087184034,0.1053725142227976
