Epoch,Train Loss,Validation Loss
0,0.2513639356277303,0.2575722386570353
1,0.18465736312599937,0.16588557170409907
2,0.16705117362985786,0.16083922652821792
3,0.15877954908975983,0.15820398554205894
4,0.15591430439944767,0.16013131257342664
5,0.15264764466158706,0.15404220437140842
6,0.14935034922021462,0.1559645081821241
7,0.1458037283735128,0.1492551856527203
8,0.1419983972414274,0.1532750348707563
9,0.13849018833324006,0.15048968823332537
10,0.13493862768490078,0.14695381396695187
11,0.13135690315090448,0.14949059651086205
12,0.12669064640505248,0.14889898325659726
13,0.12172509194247512,0.1542305409516159
14,0.11820342945353518,0.14953986320056414
15,0.11389402637963543,0.15066808342541518
16,0.11047246996496764,0.1575224343687296
17,0.10624138216822406,0.15070583032150017
18,0.1028346370175254,0.15445342948170085
19,0.10013021387646746,0.15589526783871024
20,0.09712392238828362,0.1470821291992539
21,0.09459807092762464,0.14949324213360485
22,0.09186107023963463,0.14886739726521467
23,0.08907115985385093,0.1525827499596696
24,0.08767517158493146,0.14835425207489414
25,0.08521624043877357,0.14600468297538005
26,0.08363497709803744,0.14479765615573054
27,0.08138973822512047,0.14405916882188696
28,0.08007097658146783,0.14268563801520748
29,0.07870342558118096,0.14460505282408312
30,0.07736473897723822,0.1436549464534772
31,0.07575556460097632,0.141311864652916
32,0.07432652293848692,0.14488895839374316
33,0.07309267286381342,0.14336554453169045
34,0.07177334562971215,0.13991588889376114
35,0.07076112167941424,0.14274522038666826
36,0.07012156391768126,0.13974023647606373
37,0.06873901969450547,0.13979795737878273
38,0.06837420878580029,0.136518391006087
39,0.067176848976817,0.1391788901859208
40,0.06646217539532973,0.1350246187495558
41,0.06578136533965676,0.13787470542286573
42,0.06487373991026447,0.1355339027941227
43,0.06431405362318751,0.13316731180407498
44,0.06357401745825766,0.13325142478080174
45,0.06289981242232591,0.13714533012948538
46,0.06244255301868585,0.13399212813298952
47,0.06171963362551845,0.13418852302588916
48,0.061244691105938,0.13470738553687145
49,0.06086477400166389,0.13318188821798876
50,0.060381834587830994,0.13204207188988987
51,0.05956400227845515,0.13056384717163286
52,0.059288016461242814,0.1325624069493068
53,0.05880386033157952,0.1318343672901392
54,0.058317812421461675,0.13171787399210427
55,0.05797884317119952,0.1364784095044199
56,0.05749308381599833,0.13164364721037838
57,0.057160804019832354,0.13025828586205057
58,0.05704313177105136,0.13131569235732682
59,0.056561792367734114,0.13180987670233374
60,0.05611211335288166,0.13268365036500127
61,0.05561239762947083,0.13063920667689097
62,0.055363808534272356,0.13092100977113372
63,0.05488303739947726,0.1310181541858535
64,0.0547715520207756,0.13122640379557485
65,0.05449441681643523,0.13108557590136402
66,0.05419569215407943,0.12983037515690452
67,0.05389228811022311,0.12904026606365254
68,0.053575424769277964,0.1299230134604793
69,0.05329018231938221,0.12891612023507293
70,0.053142835882191375,0.1297241046632591
71,0.05290300412738867,0.12919927143344753
72,0.05280697073924189,0.12967733178091675
73,0.05240394505226089,0.12859973566312538
74,0.05224807352001046,0.12595356291061954
75,0.051890418507098725,0.12726625360940633
76,0.051731645303879234,0.1254006700492219
77,0.051557979047058305,0.12686669095174263
78,0.05127360891874282,0.12840839787141273
79,0.05125781879389297,0.12727823257446289
80,0.050965241887735914,0.12648127994647151
81,0.050750347299563,0.12555654946910708
82,0.0506113725001511,0.1258070681440203
83,0.05033865484976833,0.1254461541575821
84,0.05021706239829772,0.12650745367925417
85,0.05002660055177065,0.12557627474398989
86,0.04982054103816207,0.12561948154317706
87,0.049751165970799746,0.12572881581359788
88,0.04955105837718012,0.12444971780243673
89,0.04928328034167004,0.12383572569018916
90,0.04923868937386181,0.12536829535506275
91,0.04907904234827365,0.12514804093853424
92,0.048913609670039895,0.12548083223794637
93,0.04883902801089022,0.1234944548457861
94,0.048648234663552864,0.12216176141641642
95,0.04852758559432538,0.12381531266789687
96,0.04837720153141257,0.12287502157452859
97,0.04826200345902968,0.12360947790898774
98,0.04809999948529228,0.12319242924843964
99,0.047979468111225616,0.12234209072040884
100,0.04787544415881832,0.12350322388504681
101,0.04771067968827331,0.12187493804254029
102,0.04769626093049506,0.12285000974018323
103,0.04743697429567762,0.12183730178757718
104,0.047454519212352664,0.12108153700828553
105,0.047391570407493686,0.12117376603970402
106,0.047120675004371705,0.12374753352058561
107,0.04703594140888541,0.12048792572397934
108,0.047100517351844,0.12151554285695679
109,0.04691399652560908,0.1212602234984699
110,0.046763380470826565,0.1221367172896862
111,0.04669012160656595,0.11990104117675832
112,0.046671154462768226,0.1211313907057047
113,0.0465301494635208,0.11931292695042334
114,0.04643330793751065,0.11977469103508874
115,0.04632904475276344,0.12043739780783654
116,0.046227907069901215,0.12121464566964853
117,0.04608502932019605,0.1201402721828536
118,0.04617958364469619,0.12073285358124658
119,0.0459898941805828,0.12081476553882423
120,0.04594743199439698,0.12080144495948365
121,0.0458626481758609,0.11835689413312235
122,0.04581050819241264,0.12023828449217897
123,0.0456987100727556,0.11936737961674991
124,0.04567467669423606,0.11882287756000695
125,0.04555632656935399,0.1192842448032216
126,0.045548241378717796,0.11894691339448879
127,0.04533845838909717,0.11895267373245014
128,0.04521009749536975,0.12033996689868601
129,0.045334820174541234,0.11769791170954705
130,0.04523961971728206,0.12086353521598013
131,0.04508979928378773,0.11991487141502531
132,0.045092933480240134,0.1179127278296571
133,0.04500855376565414,0.11834951288213855
134,0.04497630677737075,0.11906615685867636
135,0.044882410511894746,0.11851136249146964
136,0.04471409549284643,0.11922325556607623
137,0.04466464851741932,0.11944334183476474
138,0.0446931640571692,0.12091525326433934
139,0.0445808119331499,0.11859940394367043
140,0.04460592966129871,0.11789050821803118
141,0.04451745612781925,0.1177391441636964
142,0.04442825598930715,0.11816398352384568
143,0.044401901671554535,0.11842583349268687
144,0.044342254717886824,0.11758432435361962
145,0.04426448879931906,0.11827256677574233
146,0.04421489568712355,0.11709568349546508
147,0.044146681026011145,0.1178370134022675
148,0.04408524876782269,0.1175547846249844
149,0.04408617524451834,0.11691547175379176
150,0.04397580942060655,0.116245142409676
151,0.04395345072516289,0.11883709471868842
152,0.04389481745733677,0.11821177503780315
153,0.04387399758693354,0.11719070812197108
154,0.04374699560706916,0.11782716495033942
155,0.04380087958333635,0.11663160567220889
156,0.04366405115145173,0.11814109973217311
157,0.04367097721984585,0.11675531072051902
158,0.0436623788863127,0.11731002883691537
159,0.04355392944577985,0.11701820802531744
160,0.04350176305846114,0.11911906178452467
161,0.043469358609127165,0.11744016044233975
162,0.04339582977971544,0.11712245103952132
163,0.043369221610276426,0.11815900743791932
164,0.04334766228642438,0.11756504313334039
165,0.04329407086717624,0.11626677652330775
166,0.04319087935539901,0.11723064048901985
167,0.043233322938478945,0.11698997048170943
168,0.04314033522695009,0.11743500160151406
169,0.043096458194185394,0.1164339104373204
170,0.043091286480720276,0.11780790668961248
171,0.0429864076058728,0.11673727068854006
172,0.0429914634968275,0.11623950079083442
173,0.04303844210724267,0.11819126917735527
174,0.04296547573663448,0.11624354435817191
175,0.04292287173428328,0.11669541087589766
176,0.042815967737267674,0.1171797513961792
177,0.04281483460701302,0.11624536904457368
178,0.042802770823013495,0.11648391681282144
179,0.042731632446018096,0.11717662485806565
180,0.04273655751825126,0.11653185073090228
181,0.042701209967850894,0.1157222413703015
182,0.04260948155618931,0.11607167997250431
183,0.042632139131973765,0.11802369595358246
184,0.042611403649234304,0.11758109991879839
185,0.042529677663702144,0.11667235154462488
186,0.0424811352084365,0.11735738035487502
187,0.0424926320779585,0.11748955355663049
188,0.04252754717118098,0.11696467730951937
189,0.04242292208965591,0.11680337855298269
190,0.042374124385303115,0.11699635919771696
191,0.0423781607023231,0.11519810106409223
192,0.042322266363307846,0.11687551801534075
193,0.04233072171506331,0.11550675891339779
194,0.04224886998680946,0.11719651369279936
195,0.04220007627955642,0.11586117875811301
196,0.04219481210585353,0.1162984771359908
197,0.0421624196628267,0.11631917151573458
198,0.04223166896745682,0.11590331884983339
199,0.04215546703047804,0.11840348751529267
200,0.04212004814427029,0.11509038854978587
